epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
15,76.4004,0.41999,0.39037,0.86229,0.97774,0.96346,0.97149,0.85609,0.46971,0.39698,0.84787,0.0008614,0.0008614,0.0008614
16,81.4745,0.39299,0.3743,0.85345,0.97825,0.96938,0.96599,0.86761,0.43449,0.36863,0.83106,0.0008515,0.0008515,0.0008515
17,86.6452,0.4044,0.37297,0.85603,0.98539,0.95452,0.97027,0.8736,0.4008,0.3475,0.83009,0.0008416,0.0008416,0.0008416
18,91.991,0.38053,0.36663,0.84945,0.98089,0.97001,0.97137,0.88099,0.39638,0.32504,0.82938,0.0008317,0.0008317,0.0008317
19,97.0237,0.3745,0.34843,0.84641,0.97386,0.96172,0.9698,0.8808,0.41822,0.34396,0.8313,0.0008218,0.0008218,0.0008218
20,101.731,0.37611,0.34453,0.84308,0.98972,0.97164,0.97036,0.87834,0.3987,0.30659,0.82485,0.0008119,0.0008119,0.0008119
21,107.16,0.36339,0.33007,0.84099,0.9826,0.97057,0.97135,0.86248,0.47043,0.31914,0.84047,0.000802,0.000802,0.000802
22,112.15,0.36528,0.33393,0.84176,0.97523,0.97242,0.97025,0.89212,0.38739,0.30507,0.81793,0.0007921,0.0007921,0.0007921
23,117.488,0.35567,0.3204,0.84106,0.9814,0.97453,0.97027,0.86929,0.43418,0.31345,0.84092,0.0007822,0.0007822,0.0007822
24,122.292,0.34837,0.31224,0.83809,0.97887,0.97243,0.97004,0.88014,0.38685,0.29913,0.82376,0.0007723,0.0007723,0.0007723
25,127.07,0.34617,0.30515,0.83696,0.98685,0.97391,0.97107,0.8914,0.36601,0.2785,0.82057,0.0007624,0.0007624,0.0007624
26,132.32,0.34537,0.30232,0.83649,0.9843,0.96984,0.97092,0.89079,0.40771,0.29481,0.83176,0.0007525,0.0007525,0.0007525
27,137.59,0.33775,0.30378,0.83391,0.96943,0.97282,0.97143,0.8944,0.36666,0.28651,0.81733,0.0007426,0.0007426,0.0007426
28,142.918,0.33011,0.30821,0.83374,0.9794,0.97161,0.97059,0.88959,0.37753,0.26679,0.81971,0.0007327,0.0007327,0.0007327
29,147.894,0.32694,0.29763,0.83187,0.96967,0.97327,0.96917,0.86366,0.44593,0.31727,0.83277,0.0007228,0.0007228,0.0007228
30,152.954,0.34005,0.29827,0.83538,0.97799,0.97583,0.9698,0.89701,0.36817,0.27192,0.81255,0.0007129,0.0007129,0.0007129
31,158.198,0.34649,0.29664,0.83734,0.9827,0.97583,0.97027,0.89676,0.35416,0.26929,0.81744,0.000703,0.000703,0.000703
32,163.276,0.30676,0.27851,0.82601,0.97795,0.97287,0.97047,0.89107,0.37044,0.27214,0.81495,0.0006931,0.0006931,0.0006931
33,167.894,0.31065,0.27183,0.82732,0.98791,0.96858,0.97075,0.89821,0.34231,0.25656,0.8152,0.0006832,0.0006832,0.0006832
34,173.133,0.31103,0.26915,0.82428,0.97986,0.97327,0.97227,0.893,0.36553,0.27534,0.8173,0.0006733,0.0006733,0.0006733
35,178.107,0.31349,0.26912,0.82574,0.97245,0.97062,0.97339,0.89468,0.38661,0.27972,0.81544,0.0006634,0.0006634,0.0006634
36,183.441,0.32524,0.27431,0.83242,0.98536,0.96697,0.97081,0.89364,0.38093,0.27179,0.8139,0.0006535,0.0006535,0.0006535
37,188.387,0.30189,0.25848,0.82376,0.98961,0.96212,0.97623,0.8996,0.36365,0.25668,0.81307,0.0006436,0.0006436,0.0006436
38,193.408,0.30895,0.26881,0.83311,0.97751,0.96608,0.97477,0.88708,0.37213,0.25697,0.81977,0.0006337,0.0006337,0.0006337
39,198.874,0.30862,0.26078,0.82399,0.98728,0.96731,0.97256,0.90268,0.34136,0.24928,0.80812,0.0006238,0.0006238,0.0006238
40,203.845,0.29918,0.2597,0.82573,0.98745,0.975,0.97073,0.88457,0.42382,0.28282,0.83037,0.0006139,0.0006139,0.0006139
41,208.874,0.30706,0.25888,0.82819,0.98374,0.972,0.97101,0.89591,0.3745,0.24801,0.8184,0.000604,0.000604,0.000604
42,213.994,0.31414,0.26865,0.83073,0.98862,0.97583,0.97185,0.90005,0.34012,0.23959,0.80744,0.0005941,0.0005941,0.0005941
43,218.873,0.31466,0.26537,0.82944,0.98561,0.9705,0.97112,0.90843,0.33064,0.2437,0.8052,0.0005842,0.0005842,0.0005842
44,224.092,0.30617,0.2521,0.82854,0.98364,0.97417,0.97125,0.90222,0.33651,0.24263,0.80923,0.0005743,0.0005743,0.0005743
45,228.839,0.28674,0.23725,0.82491,0.99088,0.97288,0.97229,0.89614,0.32259,0.24772,0.80705,0.0005644,0.0005644,0.0005644
46,233.888,0.28795,0.24396,0.82418,0.99033,0.9729,0.97869,0.91445,0.29559,0.22542,0.79771,0.0005545,0.0005545,0.0005545
47,239.252,0.26938,0.23148,0.82018,0.9888,0.97436,0.97106,0.90705,0.34304,0.23869,0.80331,0.0005446,0.0005446,0.0005446
48,244.191,0.27504,0.24249,0.81712,0.99122,0.97208,0.97119,0.8993,0.33727,0.23398,0.80816,0.0005347,0.0005347,0.0005347
49,249.395,0.30086,0.25013,0.82664,0.98918,0.97471,0.97082,0.90675,0.33898,0.25812,0.81279,0.0005248,0.0005248,0.0005248
50,254.504,0.28887,0.23828,0.82612,0.98678,0.97583,0.9716,0.91521,0.31214,0.2386,0.80218,0.0005149,0.0005149,0.0005149
51,259.167,0.27146,0.2277,0.82015,0.99031,0.9728,0.97154,0.90695,0.32002,0.22938,0.80424,0.000505,0.000505,0.000505
52,264.523,0.28441,0.23724,0.82239,0.98265,0.9751,0.97254,0.91365,0.3159,0.23573,0.79972,0.0004951,0.0004951,0.0004951
53,269.7,0.28493,0.24126,0.82141,0.98908,0.97488,0.9719,0.90561,0.31579,0.22137,0.80358,0.0004852,0.0004852,0.0004852
54,274.727,0.27346,0.22961,0.82273,0.98957,0.97195,0.97241,0.90511,0.32385,0.23353,0.80236,0.0004753,0.0004753,0.0004753
55,279.488,0.2723,0.22981,0.82349,0.9881,0.97191,0.97205,0.91209,0.30565,0.23195,0.80151,0.0004654,0.0004654,0.0004654
56,284.006,0.27408,0.22743,0.81995,0.98416,0.97508,0.97183,0.91294,0.31853,0.22091,0.80224,0.0004555,0.0004555,0.0004555
57,289.302,0.27786,0.23197,0.82362,0.98461,0.97166,0.97144,0.9162,0.29537,0.21923,0.80033,0.0004456,0.0004456,0.0004456
58,294.165,0.27845,0.22899,0.81693,0.98917,0.97079,0.97228,0.90442,0.3155,0.22667,0.80563,0.0004357,0.0004357,0.0004357
59,299.594,0.27177,0.22185,0.8166,0.9878,0.97583,0.97232,0.91842,0.29505,0.21779,0.80108,0.0004258,0.0004258,0.0004258
60,304.687,0.2669,0.22635,0.81446,0.99026,0.97541,0.97177,0.90082,0.31799,0.22137,0.80512,0.0004159,0.0004159,0.0004159
61,309.683,0.2691,0.2204,0.82434,0.98984,0.97558,0.97283,0.90886,0.30966,0.21382,0.79753,0.000406,0.000406,0.000406
62,314.85,0.25263,0.21264,0.81128,0.98873,0.97289,0.97251,0.91626,0.29486,0.20677,0.7969,0.0003961,0.0003961,0.0003961
63,319.946,0.25582,0.21211,0.81442,0.9896,0.97252,0.97373,0.91511,0.2995,0.20777,0.79786,0.0003862,0.0003862,0.0003862
64,325.005,0.25681,0.21411,0.81291,0.98839,0.97583,0.97215,0.91035,0.31299,0.21757,0.80208,0.0003763,0.0003763,0.0003763
65,330.304,0.25075,0.21487,0.81685,0.98372,0.97469,0.97249,0.91891,0.31599,0.21332,0.79933,0.0003664,0.0003664,0.0003664
66,335.052,0.24364,0.20211,0.81183,0.98845,0.97341,0.9726,0.91268,0.30862,0.21702,0.79861,0.0003565,0.0003565,0.0003565
67,340.119,0.24992,0.20879,0.81677,0.99017,0.97195,0.97233,0.91005,0.32158,0.22138,0.80269,0.0003466,0.0003466,0.0003466
68,345.173,0.25212,0.21024,0.82269,0.98955,0.97459,0.97248,0.91108,0.30711,0.21836,0.79817,0.0003367,0.0003367,0.0003367
69,350.272,0.2418,0.19795,0.81005,0.9913,0.97583,0.97433,0.91405,0.29098,0.20931,0.79641,0.0003268,0.0003268,0.0003268
70,355.299,0.23834,0.20107,0.81181,0.99104,0.97583,0.97359,0.91742,0.2842,0.20475,0.79827,0.0003169,0.0003169,0.0003169
71,360.098,0.2352,0.19959,0.81298,0.99117,0.97583,0.9732,0.92261,0.28166,0.20768,0.79597,0.000307,0.000307,0.000307
72,365.122,0.235,0.19965,0.81115,0.99153,0.97583,0.97278,0.9148,0.28718,0.2076,0.79719,0.0002971,0.0002971,0.0002971
73,370.065,0.23506,0.19827,0.81008,0.99015,0.96723,0.97231,0.91849,0.28142,0.20466,0.79504,0.0002872,0.0002872,0.0002872
74,375.142,0.23122,0.19298,0.81111,0.99126,0.97583,0.97393,0.91835,0.29058,0.19885,0.79592,0.0002773,0.0002773,0.0002773
75,380.218,0.23802,0.20013,0.81536,0.98924,0.9743,0.97543,0.92049,0.3011,0.19473,0.79845,0.0002674,0.0002674,0.0002674
76,385.221,0.22985,0.18754,0.81136,0.99167,0.97533,0.97297,0.92302,0.28705,0.20419,0.79374,0.0002575,0.0002575,0.0002575
77,390.346,0.22147,0.18956,0.8059,0.99053,0.97583,0.97211,0.92214,0.27771,0.1942,0.79548,0.0002476,0.0002476,0.0002476
78,395.166,0.22845,0.18235,0.81117,0.99168,0.97583,0.97263,0.92107,0.27696,0.19666,0.79587,0.0002377,0.0002377,0.0002377
79,400.282,0.23613,0.19531,0.81237,0.98996,0.97583,0.97281,0.92676,0.26522,0.19741,0.79211,0.0002278,0.0002278,0.0002278
80,405.36,0.21493,0.18543,0.80785,0.99121,0.97583,0.97265,0.9236,0.26504,0.18765,0.79465,0.0002179,0.0002179,0.0002179
81,410.344,0.21751,0.18176,0.80866,0.98988,0.97583,0.97334,0.9271,0.2756,0.18667,0.79437,0.000208,0.000208,0.000208
82,415.59,0.21614,0.18158,0.80816,0.9892,0.97583,0.97444,0.92647,0.26637,0.18875,0.79395,0.0001981,0.0001981,0.0001981
83,420.511,0.21652,0.18097,0.80773,0.98661,0.97174,0.97362,0.92747,0.26673,0.19675,0.79477,0.0001882,0.0001882,0.0001882
84,425.383,0.20858,0.1796,0.81054,0.99048,0.97583,0.97535,0.92287,0.28087,0.19067,0.79756,0.0001783,0.0001783,0.0001783
85,430.804,0.21505,0.18207,0.80921,0.99036,0.97583,0.97303,0.9232,0.27194,0.18849,0.79673,0.0001684,0.0001684,0.0001684
86,435.774,0.21012,0.18329,0.80493,0.99145,0.97583,0.97334,0.923,0.28605,0.19548,0.80215,0.0001585,0.0001585,0.0001585
87,440.905,0.20872,0.17646,0.81186,0.99117,0.97583,0.97301,0.92629,0.26856,0.18686,0.7959,0.0001486,0.0001486,0.0001486
88,445.958,0.20613,0.17384,0.80696,0.99157,0.97583,0.97371,0.92298,0.27317,0.1914,0.79587,0.0001387,0.0001387,0.0001387
89,450.905,0.20499,0.17597,0.80283,0.99066,0.97583,0.97319,0.92129,0.26559,0.19467,0.79482,0.0001288,0.0001288,0.0001288
90,456.015,0.20784,0.17359,0.80682,0.99067,0.97583,0.97338,0.92216,0.26102,0.19334,0.79652,0.0001189,0.0001189,0.0001189
91,461.713,0.1721,0.13781,0.77295,0.99168,0.97583,0.97372,0.92123,0.2605,0.19652,0.79631,0.000109,0.000109,0.000109
92,466.457,0.16861,0.13635,0.76823,0.99141,0.97583,0.97373,0.92406,0.26453,0.19553,0.79413,9.91e-05,9.91e-05,9.91e-05
93,471.533,0.16606,0.13663,0.77372,0.99051,0.97583,0.97321,0.92383,0.2575,0.19212,0.79355,8.92e-05,8.92e-05,8.92e-05
94,476.651,0.1626,0.13234,0.7771,0.98972,0.97583,0.97293,0.91929,0.25911,0.18957,0.79337,7.93e-05,7.93e-05,7.93e-05
95,481.881,0.16303,0.13319,0.77362,0.9895,0.97583,0.97293,0.92228,0.25659,0.18657,0.79249,6.94e-05,6.94e-05,6.94e-05
96,486.88,0.16919,0.13431,0.77147,0.99031,0.97583,0.97322,0.9241,0.25025,0.1837,0.79359,5.95e-05,5.95e-05,5.95e-05
97,491.5,0.15757,0.12865,0.76964,0.99126,0.97583,0.97312,0.92621,0.25159,0.189,0.7935,4.96e-05,4.96e-05,4.96e-05
98,496.492,0.1589,0.12897,0.76967,0.99135,0.97583,0.97314,0.92451,0.24963,0.18624,0.79351,3.97e-05,3.97e-05,3.97e-05
99,501.451,0.15439,0.12725,0.76894,0.99141,0.97583,0.97341,0.92608,0.25083,0.18661,0.79322,2.98e-05,2.98e-05,2.98e-05
100,506.687,0.1546,0.12691,0.7696,0.99172,0.97583,0.97377,0.92519,0.25455,0.1864,0.7942,1.99e-05,1.99e-05,1.99e-05
