epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
47,140.474,0.29158,0.20672,0.84718,0.99162,0.97583,0.97405,0.93329,0.27402,0.18849,0.81799,0.000724,0.000724,0.000724
48,143.48,0.29517,0.20265,0.84003,0.99166,0.97583,0.97415,0.93419,0.27671,0.18371,0.81917,0.000718,0.000718,0.000718
49,146.476,0.29811,0.19941,0.84314,0.99194,0.97583,0.97434,0.93434,0.27284,0.17933,0.81916,0.000712,0.000712,0.000712
50,149.395,0.28396,0.19415,0.83866,0.99192,0.97583,0.97425,0.93408,0.26539,0.17852,0.81621,0.000706,0.000706,0.000706
51,152.29,0.27815,0.18906,0.84201,0.99077,0.97583,0.97467,0.93556,0.26591,0.17957,0.81668,0.0007,0.0007,0.0007
52,155.269,0.29198,0.19567,0.84089,0.9912,0.97583,0.9749,0.93299,0.26376,0.17821,0.81404,0.000694,0.000694,0.000694
53,158.195,0.29542,0.20203,0.84814,0.99063,0.97583,0.97557,0.93648,0.26496,0.1795,0.81512,0.000688,0.000688,0.000688
54,161.107,0.28504,0.197,0.83855,0.99118,0.97583,0.9754,0.93586,0.26577,0.1772,0.81427,0.000682,0.000682,0.000682
55,164.06,0.27152,0.1911,0.839,0.99137,0.97583,0.97503,0.93269,0.26138,0.1792,0.81205,0.000676,0.000676,0.000676
56,166.943,0.27474,0.19101,0.83963,0.99188,0.97583,0.97484,0.93269,0.26142,0.1803,0.81211,0.00067,0.00067,0.00067
57,169.906,0.27673,0.19223,0.83428,0.99159,0.97583,0.97467,0.93364,0.25985,0.17637,0.81251,0.000664,0.000664,0.000664
58,172.801,0.28727,0.19426,0.84205,0.99198,0.97583,0.97572,0.93716,0.26316,0.17791,0.81364,0.000658,0.000658,0.000658
59,175.692,0.27957,0.19193,0.84036,0.99265,0.97583,0.97484,0.93464,0.26068,0.17697,0.81209,0.000652,0.000652,0.000652
60,178.626,0.27946,0.18755,0.83466,0.99268,0.97583,0.97464,0.93112,0.26231,0.17606,0.81169,0.000646,0.000646,0.000646
61,181.525,0.27917,0.19397,0.83834,0.9928,0.97583,0.97518,0.9318,0.25848,0.17906,0.81062,0.00064,0.00064,0.00064
62,184.412,0.27512,0.18837,0.83493,0.99297,0.97583,0.97531,0.93196,0.25973,0.17849,0.81001,0.000634,0.000634,0.000634
63,187.34,0.26993,0.18441,0.83807,0.99237,0.97583,0.97503,0.93473,0.25801,0.17649,0.8099,0.000628,0.000628,0.000628
64,190.218,0.28011,0.19466,0.83971,0.99241,0.97583,0.97507,0.93546,0.25863,0.17561,0.80921,0.000622,0.000622,0.000622
65,193.134,0.27832,0.18922,0.83789,0.99219,0.97583,0.97582,0.93367,0.25945,0.17683,0.8098,0.000616,0.000616,0.000616
66,196.01,0.28248,0.19676,0.838,0.99257,0.97583,0.97615,0.93296,0.26175,0.17573,0.81026,0.00061,0.00061,0.00061
67,198.885,0.27486,0.18723,0.841,0.9922,0.97583,0.97687,0.93204,0.26156,0.17789,0.81109,0.000604,0.000604,0.000604
68,201.783,0.26619,0.18351,0.83845,0.99223,0.97583,0.97554,0.93623,0.26038,0.17289,0.81107,0.000598,0.000598,0.000598
69,204.673,0.27117,0.18512,0.84309,0.99203,0.97583,0.97544,0.93791,0.25799,0.17697,0.81051,0.000592,0.000592,0.000592
70,207.558,0.27593,0.19112,0.84495,0.9922,0.97583,0.97478,0.93565,0.26107,0.1769,0.81228,0.000586,0.000586,0.000586
71,210.456,0.27712,0.18939,0.8302,0.99253,0.97583,0.97464,0.93742,0.25957,0.17721,0.81187,0.00058,0.00058,0.00058
72,213.433,0.28033,0.19064,0.83697,0.99276,0.97583,0.97452,0.93451,0.25752,0.17705,0.81028,0.000574,0.000574,0.000574
73,216.333,0.28558,0.19261,0.83683,0.99114,0.97583,0.97473,0.93548,0.25334,0.17152,0.80851,0.000568,0.000568,0.000568
74,219.239,0.27365,0.18664,0.8381,0.9915,0.97583,0.97473,0.93512,0.25561,0.16974,0.80939,0.000562,0.000562,0.000562
75,222.162,0.27473,0.18863,0.84045,0.99089,0.97583,0.97476,0.93524,0.26227,0.16985,0.81038,0.000556,0.000556,0.000556
76,225.067,0.28617,0.18958,0.82978,0.99175,0.97583,0.97496,0.93461,0.26176,0.1719,0.81109,0.00055,0.00055,0.00055
77,227.976,0.26632,0.18216,0.83779,0.9923,0.97583,0.97483,0.93801,0.25455,0.16979,0.81005,0.000544,0.000544,0.000544
78,230.877,0.27383,0.18421,0.83801,0.99211,0.97583,0.97506,0.93682,0.25038,0.16973,0.80897,0.000538,0.000538,0.000538
79,233.761,0.27477,0.18391,0.83848,0.99118,0.97583,0.97476,0.93762,0.24965,0.16984,0.80854,0.000532,0.000532,0.000532
80,236.736,0.2701,0.18318,0.83422,0.99218,0.97583,0.97566,0.93501,0.25636,0.17302,0.81152,0.000526,0.000526,0.000526
81,239.613,0.26454,0.18368,0.83534,0.9925,0.97583,0.97747,0.93896,0.25882,0.17447,0.81347,0.00052,0.00052,0.00052
82,242.564,0.26982,0.18452,0.83907,0.99249,0.97583,0.97696,0.9391,0.25458,0.17282,0.81165,0.000514,0.000514,0.000514
83,245.418,0.26429,0.17815,0.83233,0.9925,0.97583,0.97564,0.93847,0.25186,0.17,0.8102,0.000508,0.000508,0.000508
84,248.397,0.26472,0.18092,0.83559,0.99221,0.97583,0.97699,0.93953,0.25243,0.16856,0.81091,0.000502,0.000502,0.000502
85,251.386,0.26175,0.17697,0.83013,0.99221,0.97583,0.97687,0.9369,0.2563,0.16756,0.81162,0.000496,0.000496,0.000496
86,254.293,0.26428,0.17754,0.83737,0.99238,0.97583,0.9774,0.93813,0.25247,0.16884,0.80936,0.00049,0.00049,0.00049
87,257.156,0.25856,0.17499,0.84025,0.99256,0.97583,0.97691,0.93977,0.25395,0.17057,0.80932,0.000484,0.000484,0.000484
88,260.038,0.26335,0.1798,0.83704,0.99228,0.97583,0.97736,0.94015,0.25258,0.16922,0.80947,0.000478,0.000478,0.000478
89,262.939,0.26903,0.18252,0.83854,0.99214,0.97583,0.97808,0.94202,0.25365,0.17222,0.81129,0.000472,0.000472,0.000472
90,265.86,0.262,0.17574,0.82731,0.99227,0.97583,0.97881,0.94005,0.25773,0.17671,0.81249,0.000466,0.000466,0.000466
91,268.744,0.26041,0.17734,0.82777,0.99351,0.97583,0.97871,0.93954,0.25921,0.17763,0.81197,0.00046,0.00046,0.00046
92,271.642,0.26766,0.17679,0.83105,0.99355,0.97583,0.97866,0.94148,0.25829,0.17592,0.81115,0.000454,0.000454,0.000454
93,274.591,0.26726,0.18214,0.83321,0.99267,0.97583,0.97869,0.94254,0.25908,0.17708,0.81195,0.000448,0.000448,0.000448
94,277.475,0.27109,0.18282,0.84316,0.99264,0.97583,0.9775,0.94053,0.25648,0.17529,0.8123,0.000442,0.000442,0.000442
95,280.461,0.27106,0.188,0.83745,0.99244,0.97583,0.9774,0.93941,0.25781,0.17733,0.81178,0.000436,0.000436,0.000436
96,283.37,0.26442,0.18105,0.83808,0.99223,0.97583,0.97799,0.93883,0.25563,0.17589,0.8112,0.00043,0.00043,0.00043
97,286.321,0.26555,0.18096,0.83182,0.99213,0.97583,0.97858,0.94305,0.25893,0.17717,0.81281,0.000424,0.000424,0.000424
98,289.289,0.26625,0.17872,0.84244,0.99245,0.97583,0.97871,0.94074,0.25587,0.17567,0.81179,0.000418,0.000418,0.000418
99,292.164,0.2594,0.17755,0.83466,0.99261,0.97583,0.97884,0.94472,0.25449,0.17228,0.8107,0.000412,0.000412,0.000412
100,295.108,0.27323,0.18167,0.84038,0.99262,0.97583,0.97871,0.94452,0.25848,0.18056,0.81344,0.000406,0.000406,0.000406
101,297.994,0.26351,0.17856,0.83073,0.99347,0.97583,0.97961,0.94202,0.25792,0.17757,0.81265,0.0004,0.0004,0.0004
102,300.867,0.2494,0.17253,0.83502,0.99236,0.97583,0.97871,0.94055,0.25922,0.17905,0.81328,0.000394,0.000394,0.000394
103,303.754,0.25243,0.1758,0.82877,0.99254,0.97583,0.97871,0.9403,0.25401,0.17842,0.81113,0.000388,0.000388,0.000388
104,306.642,0.2641,0.17875,0.83201,0.99258,0.97583,0.97868,0.94161,0.25099,0.17642,0.8109,0.000382,0.000382,0.000382
105,309.525,0.25719,0.17214,0.83298,0.99204,0.97583,0.97861,0.94357,0.25059,0.17665,0.81117,0.000376,0.000376,0.000376
106,312.442,0.25957,0.17823,0.83309,0.99216,0.97583,0.97871,0.94341,0.25283,0.1767,0.81191,0.00037,0.00037,0.00037
107,315.346,0.26203,0.17609,0.83429,0.99354,0.97583,0.97864,0.94023,0.25525,0.177,0.81323,0.000364,0.000364,0.000364
108,318.305,0.2575,0.17689,0.83569,0.99383,0.97583,0.97789,0.94248,0.25486,0.17795,0.8134,0.000358,0.000358,0.000358
109,321.211,0.25543,0.17497,0.83199,0.99217,0.97583,0.97864,0.93974,0.25499,0.17286,0.8132,0.000352,0.000352,0.000352
110,324.112,0.24901,0.17168,0.82464,0.99195,0.97583,0.97861,0.93904,0.25628,0.17301,0.81274,0.000346,0.000346,0.000346
111,327.101,0.24877,0.17266,0.828,0.99166,0.97583,0.97789,0.93746,0.26198,0.17594,0.81572,0.00034,0.00034,0.00034
112,330.011,0.26122,0.1787,0.83362,0.99187,0.97583,0.97786,0.93858,0.26411,0.17825,0.81795,0.000334,0.000334,0.000334
113,332.936,0.27115,0.18356,0.83289,0.99162,0.97583,0.97864,0.94107,0.2617,0.17757,0.81676,0.000328,0.000328,0.000328
114,335.874,0.25229,0.17671,0.82835,0.99249,0.97583,0.97951,0.94075,0.25911,0.17514,0.81427,0.000322,0.000322,0.000322
115,338.769,0.2571,0.17385,0.83483,0.99261,0.97583,0.97958,0.94131,0.25679,0.17331,0.81282,0.000316,0.000316,0.000316
116,341.686,0.26421,0.17398,0.83681,0.99282,0.97583,0.97955,0.93998,0.254,0.17177,0.81221,0.00031,0.00031,0.00031
117,344.578,0.24647,0.17013,0.82818,0.99278,0.97583,0.97789,0.93568,0.25731,0.17058,0.81375,0.000304,0.000304,0.000304
118,347.496,0.25935,0.17947,0.83948,0.99204,0.97583,0.97687,0.93504,0.25714,0.17036,0.81385,0.000298,0.000298,0.000298
119,350.39,0.25975,0.17876,0.84068,0.99226,0.97583,0.9761,0.937,0.25662,0.17278,0.81385,0.000292,0.000292,0.000292
120,353.279,0.25795,0.17417,0.82552,0.99276,0.97583,0.97548,0.93786,0.25729,0.17356,0.81348,0.000286,0.000286,0.000286
121,356.179,0.24772,0.17428,0.8299,0.99268,0.97583,0.97525,0.93703,0.25675,0.1743,0.81394,0.00028,0.00028,0.00028
122,359.053,0.25322,0.1725,0.83719,0.99247,0.97583,0.97552,0.93715,0.25376,0.17331,0.81356,0.000274,0.000274,0.000274
123,361.951,0.25706,0.17504,0.83073,0.993,0.97583,0.97548,0.93636,0.25577,0.17166,0.81371,0.000268,0.000268,0.000268
124,364.888,0.25644,0.17336,0.83347,0.99294,0.97583,0.97572,0.93688,0.25528,0.17095,0.81295,0.000262,0.000262,0.000262
125,367.815,0.26295,0.18156,0.83067,0.99257,0.97583,0.97684,0.93719,0.25937,0.17272,0.81271,0.000256,0.000256,0.000256
126,370.799,0.26388,0.1731,0.83254,0.99292,0.97583,0.97684,0.9388,0.25701,0.17176,0.81209,0.00025,0.00025,0.00025
127,373.714,0.26425,0.17662,0.83682,0.99294,0.97583,0.9773,0.93994,0.25639,0.16982,0.81199,0.000244,0.000244,0.000244
128,376.598,0.26008,0.17554,0.83384,0.99292,0.97583,0.97789,0.94016,0.2526,0.16926,0.81059,0.000238,0.000238,0.000238
129,379.498,0.23717,0.16421,0.83179,0.99299,0.97583,0.97789,0.93972,0.25276,0.16959,0.81144,0.000232,0.000232,0.000232
130,382.399,0.25728,0.17343,0.83715,0.99288,0.97583,0.97733,0.93767,0.25229,0.17089,0.81208,0.000226,0.000226,0.000226
131,385.314,0.24793,0.17467,0.82686,0.99276,0.97583,0.97642,0.93813,0.25507,0.17023,0.81361,0.00022,0.00022,0.00022
132,388.279,0.25303,0.17168,0.83213,0.99292,0.97583,0.9761,0.93763,0.25561,0.16975,0.81413,0.000214,0.000214,0.000214
133,391.151,0.25657,0.17215,0.8356,0.9929,0.97583,0.97639,0.93513,0.2571,0.17368,0.81436,0.000208,0.000208,0.000208
134,394.057,0.24956,0.17061,0.83246,0.9917,0.97583,0.9764,0.93481,0.25892,0.17204,0.8149,0.000202,0.000202,0.000202
135,396.941,0.26701,0.1796,0.82963,0.99212,0.97583,0.97656,0.93601,0.26025,0.1736,0.81483,0.000196,0.000196,0.000196
136,399.825,0.2474,0.16831,0.83196,0.99176,0.97583,0.97648,0.93909,0.25522,0.17371,0.81341,0.00019,0.00019,0.00019
137,402.759,0.24421,0.17245,0.82714,0.99181,0.97583,0.97736,0.93804,0.25659,0.17535,0.81269,0.000184,0.000184,0.000184
138,405.654,0.24308,0.16777,0.82509,0.99192,0.97583,0.97722,0.93901,0.25677,0.17443,0.81253,0.000178,0.000178,0.000178
139,408.525,0.25931,0.17226,0.82906,0.99211,0.97583,0.97638,0.93906,0.25616,0.17386,0.81235,0.000172,0.000172,0.000172
140,411.395,0.25821,0.17802,0.8344,0.99199,0.97583,0.97729,0.93713,0.25675,0.17141,0.8122,0.000166,0.000166,0.000166
141,414.752,0.21796,0.14236,0.81634,0.99116,0.97583,0.97642,0.93929,0.25515,0.16823,0.8125,0.00016,0.00016,0.00016
142,417.568,0.21796,0.14271,0.80727,0.99103,0.97583,0.97541,0.93595,0.25932,0.17154,0.8141,0.000154,0.000154,0.000154
143,420.375,0.21328,0.14024,0.81496,0.9912,0.97583,0.97492,0.93475,0.25732,0.1709,0.81383,0.000148,0.000148,0.000148
144,423.202,0.21035,0.13788,0.81672,0.99106,0.97583,0.97503,0.93597,0.2552,0.17005,0.81267,0.000142,0.000142,0.000142
145,426.059,0.21818,0.14258,0.81809,0.9911,0.97583,0.97477,0.93728,0.253,0.16977,0.81222,0.000136,0.000136,0.000136
146,428.938,0.22166,0.14314,0.8158,0.99111,0.97583,0.97484,0.93426,0.2522,0.16983,0.81264,0.00013,0.00013,0.00013
147,431.769,0.21676,0.14102,0.81454,0.99129,0.97583,0.97548,0.93413,0.25465,0.16936,0.81348,0.000124,0.000124,0.000124
148,434.709,0.2163,0.14106,0.81014,0.99139,0.97583,0.97607,0.93539,0.25322,0.16984,0.81207,0.000118,0.000118,0.000118
149,437.664,0.21415,0.14152,0.81778,0.99135,0.97583,0.97576,0.93544,0.25528,0.17011,0.81202,0.000112,0.000112,0.000112
150,440.585,0.21827,0.14006,0.82059,0.9926,0.97583,0.97603,0.93563,0.25524,0.16944,0.8125,0.000106,0.000106,0.000106
