epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
13,65.9023,0.54603,0.39125,0.93392,0.98873,0.97393,0.97121,0.85758,0.50927,0.32695,0.9198,0.00928,0.00928,0.00928
14,74.1544,0.54611,0.38266,0.93928,0.98667,0.97322,0.97091,0.8383,0.54762,0.36898,0.91352,0.00922,0.00922,0.00922
15,82.468,0.53834,0.39094,0.93587,0.98479,0.97129,0.97006,0.84053,0.53314,0.36356,0.91441,0.00916,0.00916,0.00916
16,90.5153,0.52892,0.3899,0.92218,0.98715,0.97583,0.97331,0.86364,0.49147,0.31164,0.91186,0.0091,0.0091,0.0091
17,99.0543,0.51699,0.39061,0.93483,0.98837,0.97583,0.97257,0.85012,0.54087,0.3392,0.93635,0.00904,0.00904,0.00904
18,107.825,0.49955,0.36116,0.91662,0.98731,0.97583,0.97383,0.88949,0.42639,0.27622,0.87399,0.00898,0.00898,0.00898
19,115.844,0.50506,0.34871,0.91921,0.9874,0.97583,0.9709,0.86836,0.47906,0.31165,0.89945,0.00892,0.00892,0.00892
20,124.174,0.50093,0.37308,0.91904,0.98503,0.97503,0.97125,0.88458,0.43795,0.30493,0.88011,0.00886,0.00886,0.00886
21,132.793,0.47448,0.33947,0.91245,0.9842,0.97528,0.97254,0.88381,0.43341,0.3063,0.8772,0.0088,0.0088,0.0088
22,140.932,0.4895,0.36185,0.91876,0.98817,0.97222,0.97199,0.87644,0.46325,0.30784,0.89129,0.00874,0.00874,0.00874
23,149.448,0.46493,0.35431,0.91928,0.97504,0.97116,0.97079,0.85245,0.48716,0.32896,0.90914,0.00868,0.00868,0.00868
24,158.089,0.46238,0.35676,0.91878,0.98562,0.97474,0.97417,0.87866,0.4993,0.32717,0.91137,0.00862,0.00862,0.00862
25,166.033,0.45697,0.32765,0.91564,0.97615,0.96729,0.9718,0.8782,0.45446,0.30301,0.88818,0.00856,0.00856,0.00856
26,174.677,0.45697,0.32657,0.91199,0.97961,0.97583,0.97159,0.86634,0.47414,0.29934,0.89351,0.0085,0.0085,0.0085
27,182.965,0.45472,0.33545,0.90896,0.97092,0.97339,0.97329,0.89488,0.38981,0.28472,0.85631,0.00844,0.00844,0.00844
28,190.834,0.43693,0.32006,0.90249,0.98638,0.9711,0.97311,0.89735,0.40349,0.28077,0.86702,0.00838,0.00838,0.00838
29,199.365,0.45044,0.315,0.91332,0.98959,0.9682,0.97327,0.90263,0.38689,0.2549,0.85922,0.00832,0.00832,0.00832
30,207.28,0.43471,0.30356,0.9001,0.98883,0.97295,0.97088,0.88874,0.4084,0.28915,0.86122,0.00826,0.00826,0.00826
31,215.61,0.43522,0.31477,0.89833,0.97683,0.97241,0.96683,0.89358,0.38363,0.28798,0.85865,0.0082,0.0082,0.0082
32,224.039,0.42088,0.31046,0.89467,0.99049,0.97598,0.97274,0.89816,0.39607,0.2675,0.8611,0.00814,0.00814,0.00814
33,232.083,0.41947,0.30471,0.89877,0.99106,0.97619,0.97463,0.89982,0.38798,0.26838,0.8623,0.00808,0.00808,0.00808
34,240.463,0.41682,0.30258,0.89301,0.99067,0.97272,0.97418,0.89378,0.41917,0.27294,0.8741,0.00802,0.00802,0.00802
35,248.412,0.41463,0.29893,0.89567,0.96834,0.96436,0.95308,0.8813,0.36398,0.28334,0.84565,0.00796,0.00796,0.00796
36,256.604,0.41506,0.2974,0.89256,0.98875,0.97569,0.97428,0.9005,0.39879,0.26665,0.86037,0.0079,0.0079,0.0079
37,265.236,0.41289,0.30063,0.8966,0.99021,0.97662,0.9748,0.90265,0.39421,0.25438,0.8665,0.00784,0.00784,0.00784
38,273.418,0.40591,0.29725,0.89015,0.98894,0.97633,0.97453,0.9064,0.37582,0.26084,0.85561,0.00778,0.00778,0.00778
39,281.688,0.40576,0.3069,0.88847,0.9899,0.97425,0.97396,0.90967,0.39514,0.26778,0.86474,0.00772,0.00772,0.00772
40,290.31,0.40222,0.30393,0.8909,0.98879,0.9739,0.97413,0.90153,0.37901,0.26364,0.84988,0.00766,0.00766,0.00766
41,298.261,0.39374,0.2839,0.88778,0.98778,0.97583,0.9773,0.91411,0.36961,0.24603,0.85425,0.0076,0.0076,0.0076
42,306.664,0.39847,0.28157,0.89209,0.98986,0.97613,0.97569,0.90701,0.35915,0.23432,0.84557,0.00754,0.00754,0.00754
43,314.828,0.39868,0.2919,0.89311,0.9867,0.97583,0.97608,0.90414,0.37715,0.25349,0.84883,0.00748,0.00748,0.00748
44,323.016,0.38692,0.28824,0.88632,0.98818,0.97583,0.97444,0.9055,0.37805,0.25602,0.85313,0.00742,0.00742,0.00742
45,331.717,0.37637,0.27803,0.87587,0.992,0.97583,0.97213,0.91302,0.35102,0.24872,0.84871,0.00736,0.00736,0.00736
46,340.304,0.38457,0.28059,0.88426,0.99093,0.97583,0.9733,0.91361,0.36043,0.25101,0.8545,0.0073,0.0073,0.0073
47,348.322,0.38954,0.28959,0.88535,0.9893,0.97583,0.97335,0.91445,0.34451,0.24681,0.84248,0.00724,0.00724,0.00724
48,356.777,0.37375,0.27494,0.87864,0.98697,0.97583,0.97263,0.91365,0.34669,0.24563,0.84251,0.00718,0.00718,0.00718
49,364.918,0.37059,0.27148,0.87771,0.98972,0.97127,0.97146,0.9113,0.35369,0.25703,0.84347,0.00712,0.00712,0.00712
50,372.856,0.36059,0.26331,0.87078,0.99098,0.97272,0.97205,0.91228,0.34245,0.24254,0.84241,0.00706,0.00706,0.00706
51,381.499,0.36281,0.25704,0.87284,0.9892,0.97583,0.97284,0.91025,0.34899,0.25641,0.84568,0.007,0.007,0.007
52,389.865,0.36254,0.26608,0.87655,0.99154,0.97619,0.97517,0.91371,0.33357,0.23182,0.83637,0.00694,0.00694,0.00694
53,398.061,0.36343,0.27102,0.87583,0.98903,0.97583,0.97095,0.90382,0.35599,0.23671,0.84906,0.00688,0.00688,0.00688
54,406.788,0.35498,0.26435,0.8711,0.99025,0.97376,0.97341,0.91481,0.33094,0.23836,0.83758,0.00682,0.00682,0.00682
55,414.96,0.34148,0.25772,0.86704,0.99037,0.97636,0.97309,0.91411,0.31942,0.22907,0.83221,0.00676,0.00676,0.00676
56,422.99,0.35014,0.26538,0.87119,0.97078,0.97471,0.97466,0.91071,0.31931,0.23156,0.83402,0.0067,0.0067,0.0067
57,431.767,0.35725,0.27014,0.87534,0.99093,0.97583,0.97543,0.91358,0.33248,0.22753,0.83863,0.00664,0.00664,0.00664
58,439.972,0.35692,0.26419,0.87249,0.99069,0.97583,0.97497,0.91577,0.33803,0.23582,0.8419,0.00658,0.00658,0.00658
59,448.11,0.34402,0.26412,0.87117,0.9899,0.97583,0.97379,0.91309,0.346,0.23501,0.85149,0.00652,0.00652,0.00652
60,456.884,0.3481,0.25475,0.87505,0.98811,0.977,0.97395,0.91889,0.32327,0.21593,0.8439,0.00646,0.00646,0.00646
61,464.9,0.34466,0.2502,0.87051,0.99103,0.97622,0.97522,0.91521,0.34086,0.21603,0.84967,0.0064,0.0064,0.0064
62,473.172,0.34434,0.25715,0.86685,0.99164,0.97639,0.97511,0.91293,0.32229,0.21882,0.84441,0.00634,0.00634,0.00634
63,481.505,0.32765,0.251,0.8626,0.98921,0.97583,0.97504,0.91444,0.333,0.2383,0.83932,0.00628,0.00628,0.00628
64,489.673,0.34284,0.25757,0.87421,0.99041,0.97583,0.97283,0.91632,0.33784,0.22671,0.84537,0.00622,0.00622,0.00622
65,498.047,0.33478,0.24882,0.86958,0.99049,0.97583,0.97232,0.91248,0.32294,0.23437,0.83639,0.00616,0.00616,0.00616
66,505.763,0.32626,0.23983,0.86394,0.97959,0.97583,0.97189,0.91948,0.31199,0.23538,0.82963,0.0061,0.0061,0.0061
67,514.194,0.33233,0.24337,0.86572,0.98987,0.97583,0.97351,0.9227,0.31596,0.22244,0.83004,0.00604,0.00604,0.00604
68,522.718,0.32732,0.24408,0.8641,0.99213,0.97583,0.97517,0.92215,0.33811,0.22645,0.84396,0.00598,0.00598,0.00598
69,530.794,0.33468,0.25108,0.86537,0.99066,0.97487,0.97309,0.92086,0.32909,0.2214,0.84134,0.00592,0.00592,0.00592
70,539.218,0.32856,0.24331,0.87161,0.99118,0.97583,0.9725,0.91777,0.33329,0.23001,0.84608,0.00586,0.00586,0.00586
71,547.705,0.33113,0.241,0.8719,0.99203,0.97239,0.97288,0.92431,0.3279,0.22151,0.82882,0.0058,0.0058,0.0058
72,555.07,0.32741,0.23978,0.86469,0.98906,0.97327,0.97271,0.92059,0.30674,0.20911,0.82997,0.00574,0.00574,0.00574
73,559.458,0.31262,0.23524,0.85596,0.98941,0.97413,0.9736,0.92169,0.32494,0.23142,0.8391,0.00568,0.00568,0.00568
74,563.651,0.31474,0.23407,0.85921,0.99133,0.97583,0.97375,0.9231,0.30908,0.22106,0.83045,0.00562,0.00562,0.00562
75,567.827,0.29982,0.22547,0.85028,0.99261,0.97269,0.97348,0.91348,0.33281,0.22849,0.84933,0.00556,0.00556,0.00556
76,572.011,0.30157,0.22831,0.85473,0.98932,0.97583,0.97478,0.92193,0.31629,0.22628,0.8385,0.0055,0.0055,0.0055
77,576.256,0.31567,0.23594,0.86321,0.98709,0.97583,0.97294,0.91823,0.31989,0.22158,0.84114,0.00544,0.00544,0.00544
78,580.451,0.30101,0.22021,0.85937,0.99056,0.9763,0.97423,0.92033,0.30441,0.21367,0.83497,0.00538,0.00538,0.00538
79,584.722,0.3039,0.23106,0.86012,0.99118,0.97593,0.97456,0.92804,0.29453,0.21256,0.83016,0.00532,0.00532,0.00532
80,589.089,0.30929,0.23641,0.85906,0.99179,0.97203,0.97409,0.92763,0.30185,0.21129,0.82889,0.00526,0.00526,0.00526
81,593.459,0.29983,0.22253,0.85798,0.99058,0.9712,0.97412,0.92759,0.29626,0.21437,0.82463,0.0052,0.0052,0.0052
82,597.828,0.29709,0.22688,0.85403,0.9902,0.971,0.97584,0.92998,0.30068,0.2223,0.82831,0.00514,0.00514,0.00514
83,602.108,0.30434,0.23013,0.85518,0.98578,0.97304,0.97475,0.92745,0.30033,0.21291,0.83102,0.00508,0.00508,0.00508
84,606.351,0.30024,0.22778,0.85516,0.99172,0.9761,0.97578,0.92474,0.30355,0.20347,0.8289,0.00502,0.00502,0.00502
85,610.624,0.28408,0.21543,0.85072,0.9904,0.97634,0.97621,0.93154,0.27998,0.1967,0.8213,0.00496,0.00496,0.00496
86,615.223,0.29777,0.2207,0.85683,0.99252,0.97627,0.97642,0.93274,0.28315,0.19196,0.81894,0.0049,0.0049,0.0049
87,619.901,0.28299,0.21407,0.85101,0.9917,0.97623,0.9751,0.92876,0.28771,0.19115,0.82686,0.00484,0.00484,0.00484
88,624.55,0.2885,0.21665,0.85408,0.99249,0.97618,0.97643,0.92767,0.29962,0.20118,0.83214,0.00478,0.00478,0.00478
89,629.198,0.28647,0.22066,0.84986,0.99159,0.97636,0.97509,0.9277,0.2903,0.19669,0.82617,0.00472,0.00472,0.00472
90,633.866,0.2804,0.21606,0.85116,0.99101,0.97643,0.97698,0.93127,0.28035,0.19712,0.82005,0.00466,0.00466,0.00466
91,638.422,0.27558,0.20998,0.84359,0.99044,0.97641,0.97776,0.92809,0.30213,0.19422,0.83116,0.0046,0.0046,0.0046
92,643.291,0.2765,0.21425,0.84964,0.99015,0.97614,0.97568,0.926,0.29008,0.20237,0.82407,0.00454,0.00454,0.00454
93,648.04,0.28084,0.21335,0.85129,0.99106,0.97624,0.97972,0.93329,0.28913,0.20047,0.82373,0.00448,0.00448,0.00448
94,652.721,0.27659,0.21246,0.85108,0.99203,0.97622,0.97605,0.92702,0.29494,0.19632,0.83081,0.00442,0.00442,0.00442
95,657.255,0.27614,0.21033,0.84883,0.99184,0.97621,0.97655,0.92749,0.29334,0.20135,0.83269,0.00436,0.00436,0.00436
96,661.855,0.27181,0.20971,0.84657,0.99204,0.97624,0.9774,0.93095,0.2812,0.19438,0.82417,0.0043,0.0043,0.0043
97,666.424,0.26722,0.20384,0.83877,0.99134,0.97616,0.97869,0.93311,0.29035,0.19573,0.82881,0.00424,0.00424,0.00424
98,670.97,0.27999,0.2064,0.85056,0.99214,0.97583,0.97443,0.93586,0.28277,0.20135,0.8279,0.00418,0.00418,0.00418
99,675.685,0.25963,0.19915,0.84091,0.9923,0.97612,0.97567,0.93469,0.28268,0.19461,0.82682,0.00412,0.00412,0.00412
100,680.246,0.27354,0.20379,0.85002,0.99348,0.97583,0.97797,0.9351,0.28399,0.18822,0.82721,0.00406,0.00406,0.00406
101,684.96,0.26393,0.20352,0.84363,0.98655,0.97583,0.97299,0.92533,0.28928,0.20151,0.82893,0.004,0.004,0.004
102,689.787,0.25951,0.20107,0.84374,0.99158,0.97583,0.97405,0.92866,0.28523,0.20216,0.82213,0.00394,0.00394,0.00394
103,694.469,0.26501,0.19867,0.84905,0.99278,0.97583,0.97465,0.93072,0.2832,0.1949,0.83018,0.00388,0.00388,0.00388
104,699.151,0.25117,0.19685,0.84161,0.99257,0.97583,0.98066,0.93301,0.29067,0.19374,0.82944,0.00382,0.00382,0.00382
105,703.65,0.26549,0.20381,0.84163,0.99365,0.97583,0.98019,0.93493,0.29034,0.18994,0.82547,0.00376,0.00376,0.00376
106,708.374,0.24793,0.192,0.83741,0.99125,0.97583,0.97867,0.93503,0.29156,0.18977,0.82794,0.0037,0.0037,0.0037
107,712.862,0.25313,0.1965,0.84213,0.99032,0.97583,0.97753,0.93161,0.2855,0.18576,0.8289,0.00364,0.00364,0.00364
108,717.489,0.26813,0.20601,0.85085,0.99242,0.97614,0.97871,0.93833,0.27656,0.18177,0.82159,0.00358,0.00358,0.00358
109,721.815,0.2514,0.1896,0.83915,0.99277,0.97618,0.97894,0.93309,0.27598,0.18144,0.82206,0.00352,0.00352,0.00352
110,726.134,0.26336,0.19922,0.84504,0.99233,0.97613,0.97532,0.9298,0.27068,0.18175,0.82136,0.00346,0.00346,0.00346
111,730.363,0.2544,0.19729,0.84153,0.98884,0.97614,0.97468,0.93154,0.27338,0.18494,0.82486,0.0034,0.0034,0.0034
112,734.793,0.2595,0.19562,0.84301,0.99258,0.97583,0.9749,0.93458,0.27442,0.18804,0.82436,0.00334,0.00334,0.00334
113,739.187,0.25716,0.19465,0.84241,0.99262,0.97583,0.97632,0.93296,0.27445,0.19242,0.82395,0.00328,0.00328,0.00328
114,743.646,0.24801,0.19141,0.84004,0.99202,0.97583,0.97558,0.93301,0.27136,0.1889,0.82214,0.00322,0.00322,0.00322
115,748.066,0.25916,0.19621,0.84498,0.99271,0.97583,0.97406,0.93479,0.26147,0.18834,0.81702,0.00316,0.00316,0.00316
116,752.501,0.25355,0.19267,0.84169,0.99172,0.97583,0.97487,0.93721,0.26375,0.18408,0.81591,0.0031,0.0031,0.0031
117,756.887,0.26068,0.19566,0.84472,0.99275,0.97622,0.98106,0.94277,0.27104,0.18526,0.8188,0.00304,0.00304,0.00304
118,761.282,0.2496,0.19135,0.84611,0.99283,0.97583,0.98054,0.94113,0.27205,0.18961,0.82119,0.00298,0.00298,0.00298
119,765.699,0.24331,0.18785,0.83724,0.99188,0.97619,0.9745,0.9337,0.26388,0.18337,0.81574,0.00292,0.00292,0.00292
120,770.106,0.24989,0.1896,0.84494,0.99351,0.97619,0.97486,0.9355,0.26409,0.17725,0.81787,0.00286,0.00286,0.00286
121,774.625,0.23883,0.17957,0.83647,0.99222,0.97583,0.97404,0.93407,0.26361,0.18256,0.8167,0.0028,0.0028,0.0028
122,778.876,0.24237,0.18436,0.8387,0.99066,0.97583,0.97613,0.93633,0.2629,0.18402,0.81718,0.00274,0.00274,0.00274
123,783.041,0.23974,0.18404,0.83869,0.992,0.97583,0.97756,0.9397,0.2594,0.17152,0.81681,0.00268,0.00268,0.00268
124,787.249,0.22829,0.17602,0.83617,0.99227,0.97583,0.97737,0.93856,0.26081,0.17922,0.81583,0.00262,0.00262,0.00262
125,791.604,0.23178,0.17777,0.83889,0.99268,0.97617,0.9832,0.94157,0.26897,0.18034,0.82064,0.00256,0.00256,0.00256
126,795.83,0.22314,0.17711,0.83048,0.99368,0.97609,0.98068,0.94163,0.26203,0.18078,0.81915,0.0025,0.0025,0.0025
127,800.132,0.22646,0.17331,0.83259,0.9928,0.97616,0.97592,0.93526,0.2639,0.1796,0.8233,0.00244,0.00244,0.00244
128,804.326,0.23338,0.18087,0.83331,0.99182,0.97615,0.97567,0.9372,0.25579,0.17743,0.82219,0.00238,0.00238,0.00238
129,808.5,0.22886,0.17558,0.83547,0.99296,0.97583,0.97723,0.93864,0.25084,0.17298,0.8172,0.00232,0.00232,0.00232
130,812.739,0.22331,0.17143,0.83099,0.99335,0.97616,0.98145,0.94044,0.24833,0.16834,0.81231,0.00226,0.00226,0.00226
131,817.085,0.22594,0.17809,0.83858,0.99316,0.97623,0.98043,0.94282,0.24947,0.17352,0.80956,0.0022,0.0022,0.0022
132,821.494,0.22886,0.17376,0.83965,0.99288,0.97619,0.97863,0.94001,0.24964,0.16907,0.81133,0.00214,0.00214,0.00214
133,825.79,0.22293,0.16629,0.83348,0.99133,0.97615,0.97844,0.94064,0.25665,0.16679,0.81667,0.00208,0.00208,0.00208
134,830.179,0.21459,0.16695,0.8299,0.99256,0.97613,0.97804,0.93574,0.26207,0.17196,0.82109,0.00202,0.00202,0.00202
135,834.637,0.21628,0.1681,0.8309,0.99166,0.97625,0.97782,0.93725,0.25078,0.16401,0.81556,0.00196,0.00196,0.00196
136,839.035,0.21282,0.16513,0.83127,0.99181,0.97615,0.97789,0.9365,0.25201,0.16537,0.81588,0.0019,0.0019,0.0019
137,843.399,0.22066,0.16891,0.83694,0.99272,0.97583,0.97524,0.93192,0.26393,0.17591,0.82035,0.00184,0.00184,0.00184
138,847.772,0.20072,0.15853,0.83055,0.99215,0.97619,0.97538,0.93628,0.25914,0.17441,0.81483,0.00178,0.00178,0.00178
139,852.134,0.21508,0.16419,0.82962,0.99254,0.97583,0.97558,0.93632,0.25236,0.16586,0.81327,0.00172,0.00172,0.00172
140,856.539,0.20979,0.16294,0.83158,0.99307,0.97615,0.97624,0.93823,0.26118,0.1735,0.8161,0.00166,0.00166,0.00166
141,861.328,0.11937,0.09996,0.79566,0.99391,0.97613,0.97586,0.9408,0.25635,0.17314,0.81338,0.0016,0.0016,0.0016
142,865.902,0.11451,0.09829,0.79488,0.99392,0.97615,0.976,0.93959,0.25216,0.17604,0.81366,0.00154,0.00154,0.00154
143,870.206,0.10558,0.0946,0.79277,0.99273,0.97583,0.97948,0.93782,0.25143,0.18108,0.81357,0.00148,0.00148,0.00148
144,874.561,0.10019,0.09147,0.7919,0.99368,0.97583,0.9745,0.93697,0.25401,0.18151,0.81442,0.00142,0.00142,0.00142
145,878.855,0.09814,0.08989,0.79149,0.99371,0.97583,0.97482,0.93811,0.25665,0.18193,0.81611,0.00136,0.00136,0.00136
146,883.011,0.09896,0.08888,0.79245,0.99418,0.97583,0.97489,0.93647,0.25395,0.18192,0.81572,0.0013,0.0013,0.0013
147,887.166,0.09157,0.08411,0.7913,0.99433,0.97583,0.97507,0.94033,0.25344,0.18712,0.81541,0.00124,0.00124,0.00124
148,891.283,0.08803,0.08268,0.79091,0.99408,0.97583,0.9753,0.94247,0.24815,0.18244,0.81394,0.00118,0.00118,0.00118
149,895.406,0.08547,0.08007,0.78988,0.99406,0.97583,0.97696,0.943,0.24957,0.18004,0.81423,0.00112,0.00112,0.00112
150,899.594,0.08615,0.07959,0.79004,0.99412,0.97583,0.97626,0.94212,0.24841,0.17542,0.81389,0.00106,0.00106,0.00106
